sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline
sample0_Nanopore_OPERA-MS	Metabat2	bin.56	Nanopore_OPERA-MS	mNGS+Nanopore	27.0	1	1	1	80.0	0.06	medium-quality	sample0_Nanopore_OPERA-MS+bin.56	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	GCF_900167265.1	GCF_900167265.1	34	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	5	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.6	Nanopore_OPERA-MS	mNGS+Nanopore	19.0	1	1	1	33.14	0.0	low-quality	sample0_Nanopore_OPERA-MS+bin.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	GCF_001042635.1	GCF_001042635.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	0	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.63	Nanopore_OPERA-MS	mNGS+Nanopore	37.0	2	2	1	60.34	0.0	medium-quality	sample0_Nanopore_OPERA-MS+bin.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C flabilis	GCF_001676725.1	GCF_001676725.1	54	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.66	Nanopore_OPERA-MS	mNGS+Nanopore	66.0	4	4	4	97.96	1.36	complete	sample0_Nanopore_OPERA-MS+bin.66	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.68	Nanopore_OPERA-MS	mNGS+Nanopore	41.0	3	3	3	83.45	7.77	medium-quality	sample0_Nanopore_OPERA-MS+bin.68	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia	GCF_001953955.1	GCF_001953955.1	53	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	5	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.8	Nanopore_OPERA-MS	mNGS+Nanopore	60.0	4	4	4	99.46	0.0	complete	sample0_Nanopore_OPERA-MS+bin.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	GCF_000190535.1	GCF_000190535.1	60	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	4	Nanopore_OPERA-MS
sample0_Nanopore_OPERA-MS	Metabat2	bin.9	Nanopore_OPERA-MS	mNGS+Nanopore	62.0	3	3	3	100.0	0.0	complete	sample0_Nanopore_OPERA-MS+bin.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_A;s__Bordetella_A petrii	GCF_000067205.1	GCF_000067205.1	62	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	Nanopore_OPERA-MS
sample0_PacBio_metaflye	Metabat2	bin.1	PacBio_metaflye	PacBio	59.0	3	3	3	97.37	0.47	complete	sample0_PacBio_metaflye+bin.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pseudohinzii	GCF_000657795.2	GCF_000657795.2	57	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	1	PacBio_metaflye
sample0_PacBio_metaflye	Metabat2	bin.7	PacBio_metaflye	PacBio		1	1	1	35.34	3.45	low-quality	sample0_PacBio_metaflye+bin.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum_B	GCF_000020165.1	GCF_000020165.1	77	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	11	11	12	PacBio_metaflye
sample0_PacBio_OPERA-MS	Metabat2	bin.13	PacBio_OPERA-MS	mNGS+PacBio	46.0	2	2	0	81.09	2.15	medium-quality	sample0_PacBio_OPERA-MS+bin.13	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	GCF_001042635.1	GCF_001042635.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	0	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.15	PacBio_OPERA-MS	mNGS+PacBio	44.0	1	1	0	65.27	0.0	medium-quality	sample0_PacBio_OPERA-MS+bin.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter ruhlandii	GCF_002082135.1	GCF_002082135.1	72	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	4	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.22	PacBio_OPERA-MS	mNGS+PacBio	41.0	4	3	3	97.96	1.36	complete	sample0_PacBio_OPERA-MS+bin.22	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.27	PacBio_OPERA-MS	mNGS+PacBio	15.0	2	2	1	32.66	0.0	low-quality	sample0_PacBio_OPERA-MS+bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	GCF_006742065.1	GCF_006742065.1	82	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	12	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.28	PacBio_OPERA-MS	mNGS+PacBio	45.0	0	0	0	100.0	1.64	complete	sample0_PacBio_OPERA-MS+bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.31	PacBio_OPERA-MS	mNGS+PacBio	31.0	2	2	3	65.09	0.59	medium-quality	sample0_PacBio_OPERA-MS+bin.31	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Nitratidesulfovibrio;s__Nitratidesulfovibrio vulgaris	GCF_000195755.1	GCF_000195755.1	68	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	6	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.36	PacBio_OPERA-MS	mNGS+PacBio	52.0	6	6	3	73.65	0.0	medium-quality	sample0_PacBio_OPERA-MS+bin.36	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	GCF_003010495.1	GCF_003010495.1	67	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	7	7	7	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.38	PacBio_OPERA-MS	mNGS+PacBio	46.0	2	2	1	94.74	0.0	complete	sample0_PacBio_OPERA-MS+bin.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C flabilis	GCF_001676725.1	GCF_001676725.1	54	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.4	PacBio_OPERA-MS	mNGS+PacBio	56.0	2	2	0	99.53	0.0	complete	sample0_PacBio_OPERA-MS+bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pseudohinzii	GCF_000657795.2	GCF_000657795.2	57	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	1	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.44	PacBio_OPERA-MS	mNGS+PacBio	43.0	2	2	0	99.77	0.0	complete	sample0_PacBio_OPERA-MS+bin.44	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Coraliomargarita;s__Coraliomargarita akajimensis	GCF_000025905.1	GCF_000025905.1	47	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.46	PacBio_OPERA-MS	mNGS+PacBio	50.0	4	4	7	99.77	0.0	complete	sample0_PacBio_OPERA-MS+bin.46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	GCF_001457655.1	GCF_001457655.1	59	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.47	PacBio_OPERA-MS	mNGS+PacBio	32.0	2	2	2	100.0	0.0	complete	sample0_PacBio_OPERA-MS+bin.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Taylorella;s__Taylorella equigenitalis	GCF_000276685.1	GCF_000276685.1	38	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.48	PacBio_OPERA-MS	mNGS+PacBio	56.0	3	3	1	100.0	0.0	complete	sample0_PacBio_OPERA-MS+bin.48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_A;s__Bordetella_A petrii	GCF_000067205.1	GCF_000067205.1	62	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.49	PacBio_OPERA-MS	mNGS+PacBio	31.0	1	1	0	76.34	0.0	medium-quality	sample0_PacBio_OPERA-MS+bin.49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella holmesii	GCF_000612485.1	GCF_000612485.1	56	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.50	PacBio_OPERA-MS	mNGS+PacBio	32.0	1	1	1	69.93	0.0	medium-quality	sample0_PacBio_OPERA-MS+bin.50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia	GCF_001953955.1	GCF_001953955.1	53	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	5	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.51	PacBio_OPERA-MS	mNGS+PacBio	36.0	2	2	2	77.46	0.0	medium-quality	sample0_PacBio_OPERA-MS+bin.51	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	GCF_000265365.1	GCF_000265365.1	51	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.52	PacBio_OPERA-MS	mNGS+PacBio	53.0	7	7	6	99.31	0.0	complete	sample0_PacBio_OPERA-MS+bin.52	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum	GCF_001276985.1	GCF_001276985.1	78	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	9	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.53	PacBio_OPERA-MS	mNGS+PacBio	38.0	4	4	0	99.54	0.02	complete	sample0_PacBio_OPERA-MS+bin.53	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_B;s__Haemophilus_B ducreyi	GCF_900109315.1	GCF_900109315.1	37	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	6	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.54	PacBio_OPERA-MS	mNGS+PacBio	32.0	0	0	0	67.34	0.0	medium-quality	sample0_PacBio_OPERA-MS+bin.54	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__DNF00809;s__DNF00809 sp000814825	GCF_000814825.1	GCF_000814825.1	50	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.7	PacBio_OPERA-MS	mNGS+PacBio	45.0	1	1	0	86.64	0.81	medium-quality	sample0_PacBio_OPERA-MS+bin.7	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	GCF_001025135.1	GCF_001025135.1	54	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	0	PacBio_OPERA-MS
sample0_PacBio_OPERA-MS	Metabat2	bin.8	PacBio_OPERA-MS	mNGS+PacBio	47.0	4	4	0	55.78	0.0	medium-quality	sample0_PacBio_OPERA-MS+bin.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	GCF_000225345.1	58	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	4	PacBio_OPERA-MS
sample1_mNGS_metaSPAdes	Metabat2	bin.13	mNGS_metaSPAdes	mNGS	27.0	0	0	1	57.59	0.0	medium-quality	sample1_mNGS_metaSPAdes+bin.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D albus	GCF_000179635.2	GCF_000179635.2	75	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	4	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.19	mNGS_metaSPAdes	mNGS	37.0	0	0	0	94.41	0.0	complete	sample1_mNGS_metaSPAdes+bin.19	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei	GCF_900143205.1	GCF_900143205.1	43	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	0	0	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.20	mNGS_metaSPAdes	mNGS	21.0	0	0	0	82.76	1.72	medium-quality	sample1_mNGS_metaSPAdes+bin.20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia multivorans	GCF_000959525.1	GCF_000959525.1	77	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.21	mNGS_metaSPAdes	mNGS	30.0	0	0	2	66.9	0.0	medium-quality	sample1_mNGS_metaSPAdes+bin.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	GCF_900142645.1	GCF_900142645.1	53	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	4	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.23	mNGS_metaSPAdes	mNGS	36.0	0	0	0	99.45	0.27	complete	sample1_mNGS_metaSPAdes+bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas massiliensis	GCF_001282625.1	GCF_001282625.1	44	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.25	mNGS_metaSPAdes	mNGS	48.0	0	0	0	92.33	0.0	complete	sample1_mNGS_metaSPAdes+bin.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	GCF_000025985.1	GCF_000025985.1	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	7	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.26	mNGS_metaSPAdes	mNGS	43.0	0	0	0	77.59	0.0	medium-quality	sample1_mNGS_metaSPAdes+bin.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pseudohinzii	GCF_000657795.2	GCF_000657795.2	57	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	1	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.27	mNGS_metaSPAdes	mNGS	44.0	0	0	3	93.79	0.08	complete	sample1_mNGS_metaSPAdes+bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I pasteurianum	GCF_000807255.1	GCF_000807255.1	81	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	10	10	10	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.32	mNGS_metaSPAdes	mNGS	44.0	0	0	0	97.66	0.15	complete	sample1_mNGS_metaSPAdes+bin.32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_A;s__Bordetella_A petrii	GCF_000067205.1	GCF_000067205.1	62	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.36	mNGS_metaSPAdes	mNGS	40.0	0	0	3	96.15	0.0	complete	sample1_mNGS_metaSPAdes+bin.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	GCF_000190535.1	GCF_000190535.1	60	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	4	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.38	mNGS_metaSPAdes	mNGS	7.0	0	0	0	56.83	0.0	medium-quality	sample1_mNGS_metaSPAdes+bin.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C bronchialis	GCF_001676705.1	GCF_001676705.1	53	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.4	mNGS_metaSPAdes	mNGS	13.0	0	0	0	83.04	0.0	medium-quality	sample1_mNGS_metaSPAdes+bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pertussis	GCF_001525555.1	GCF_001525555.1	71	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	4	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.40	mNGS_metaSPAdes	mNGS	68.0	0	0	5	89.49	6.17	medium-quality	sample1_mNGS_metaSPAdes+bin.40	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_S;s__Clostridium_S acetobutylicum	GCF_000008765.1	GCF_000008765.1	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	11	11	11	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.41	mNGS_metaSPAdes	mNGS	46.0	0	0	0	99.11	3.36	complete	sample1_mNGS_metaSPAdes+bin.41	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans	GCF_000018685.1	GCF_000018685.1	60	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	8	8	8	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.45	mNGS_metaSPAdes	mNGS	38.0	0	0	3	96.5	2.1	complete	sample1_mNGS_metaSPAdes+bin.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__Thermoclostridium;s__Thermoclostridium stercorarium	GCF_000331995.1	GCF_000331995.1	48	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.46	mNGS_metaSPAdes	mNGS	38.0	0	0	0	94.23	0.0	complete	sample1_mNGS_metaSPAdes+bin.46	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix;s__Erysipelothrix rhusiopathiae	GCF_900637845.1	GCF_900637845.1	55	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	10	9	8	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.47	mNGS_metaSPAdes	mNGS	37.0	0	0	0	95.24	0.0	complete	sample1_mNGS_metaSPAdes+bin.47	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	GCF_000020225.1	GCF_000020225.1	54	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.5	mNGS_metaSPAdes	mNGS	34.0	0	0	1	72.57	0.0	medium-quality	sample1_mNGS_metaSPAdes+bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis	GCF_000190575.1	GCF_000190575.1	83	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.6	mNGS_metaSPAdes	mNGS	37.0	0	0	2	78.8	0.0	medium-quality	sample1_mNGS_metaSPAdes+bin.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis	GCF_000260715.1	GCF_000260715.1	53	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	4	4	3	mNGS_metaSPAdes
sample1_mNGS_metaSPAdes	Metabat2	bin.8	mNGS_metaSPAdes	mNGS	64.0	0	0	4	64.66	1.72	medium-quality	sample1_mNGS_metaSPAdes+bin.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saccharobutylicum	GCF_000473995.1	GCF_000473995.1	85	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	12	12	13	mNGS_metaSPAdes
sample1_Nanopore_metaflye	Metabat2	bin.12	Nanopore_metaflye	Nanopore	62.0	3	3	3	99.91	0.0	complete	sample1_Nanopore_metaflye+bin.12	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_A;s__Bordetella_A petrii	GCF_000067205.1	GCF_000067205.1	62	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	3	3	3	Nanopore_metaflye
sample1_Nanopore_metaflye	Metabat2	bin.13	Nanopore_metaflye	Nanopore	59.0	5	5	6	98.94	0.0	complete	sample1_Nanopore_metaflye+bin.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	GCF_900142645.1	GCF_900142645.1	53	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	1	1	4	Nanopore_metaflye
