sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline	tRNA_compare	rna.16S_compare	rna.5S_compare	rna.23S_compare	accession	checkm_completeness	checkm_contamination	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	ncbi_assembly_level	ncbi_date	ncbi_rrna_count	ncbi_trna_count
sample0_PacBio_OPERA-MS	bin3C	bin018	PacBio_OPERA-MS	mNGS+PacBio	49.0	3	3	3	100.0	0.0	complete	sample0_PacBio_OPERA-MS+bin018	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	RS_GCF_000265365.1	GCF_000265365.1	51	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS	0.9607843137254902	1.5	1.5	1.5	RS_GCF_000265365.1	100.0	0.0	RS_GCF_000265365.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	Complete Genome	2012-6-8	6	48
sample0_mNGS_metaSPAdes	MetaBAT2	bin.31	mNGS_metaSPAdes	mNGS	22.0	0	0	0	96.17	0.0	complete	sample0_mNGS_metaSPAdes+bin.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	mNGS_metaSPAdes	0.4489795918367347	0.0	0.0	0.0	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_Nanopore_metaflye	MetaBAT2	bin.9	Nanopore_metaflye	Nanopore	49.0	2	2	2	99.45	1.64	complete	sample0_Nanopore_metaflye+bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_metaflye	1.0	1.0	1.0	1.0	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_Nanopore_OPERA-MS	MetaBAT2	bin.20	Nanopore_OPERA-MS	mNGS+Nanopore	49.0	2	2	2	100.0	1.64	complete	sample0_Nanopore_OPERA-MS+bin.20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS	1.0	1.0	1.0	1.0	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_PacBio_OPERA-MS	MetaBAT2	bin.28	PacBio_OPERA-MS	mNGS+PacBio	45.0	0	0	0	100.0	1.64	complete	sample0_PacBio_OPERA-MS+bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS	0.9183673469387756	0.0	0.0	0.0	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_mNGS_metaSPAdes	bin3C	bin016	mNGS_metaSPAdes	mNGS	26.0	1	1	0	100.0	1.64	complete	sample0_mNGS_metaSPAdes+bin016	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	mNGS_metaSPAdes	0.5306122448979592	0.5	0.0	0.5	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_Nanopore_metaflye	bin3C	bin14	Nanopore_metaflye	Nanopore	49.0	2	2	2	99.45	1.64	complete	sample0_Nanopore_metaflye+bin14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_metaflye	1.0	1.0	1.0	1.0	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_Nanopore_OPERA-MS	bin3C	bin17	Nanopore_OPERA-MS	mNGS+Nanopore	49.0	2	2	2	100.0	1.64	complete	sample0_Nanopore_OPERA-MS+bin17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	Nanopore_OPERA-MS	1.0	1.0	1.0	1.0	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_PacBio_OPERA-MS	bin3C	bin017	PacBio_OPERA-MS	mNGS+PacBio	47.0	1	1	0	100.0	1.64	complete	sample0_PacBio_OPERA-MS+bin017	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	RS_GCF_900095795.1	GCF_900095795.1	49	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	2	2	2	PacBio_OPERA-MS	0.9591836734693876	0.5	0.0	0.5	RS_GCF_900095795.1	100.0	1.64	RS_GCF_900095795.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	Complete Genome	2016-10-21	6	48
sample0_mNGS_metaSPAdes	MetaBAT2	bin.32	mNGS_metaSPAdes	mNGS	44.0	0	0	3	97.47	0.08	complete	sample0_mNGS_metaSPAdes+bin.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	mNGS_metaSPAdes	0.6285714285714286	0.0	0.6	0.0	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample1_Nanopore_metaflye	MetaBAT2	bin.26	Nanopore_metaflye	Nanopore	70.0	5	5	5	99.41	0.4	complete	sample1_Nanopore_metaflye+bin.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	Nanopore_metaflye	1.0	1.0	1.0	1.0	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample1_Nanopore_OPERA-MS	MetaBAT2	bin.17	Nanopore_OPERA-MS	mNGS+Nanopore	67.0	4	4	5	99.36	0.4	complete	sample1_Nanopore_OPERA-MS+bin.17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	Nanopore_OPERA-MS	0.9571428571428572	0.8	1.0	0.8	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample2_PacBio_metaflye	MetaBAT2	bin.2	PacBio_metaflye	PacBio	59.0	4	4	4	89.38	0.73	medium-quality	sample2_PacBio_metaflye+bin.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	PacBio_metaflye	0.8428571428571429	0.8	0.8	0.8	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample2_PacBio_OPERA-MS	MetaBAT2	bin.1	PacBio_OPERA-MS	mNGS+PacBio	57.0	3	3	5	99.41	0.4	complete	sample2_PacBio_OPERA-MS+bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	PacBio_OPERA-MS	0.8142857142857143	0.6	1.0	0.6	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample1_mNGS_metaSPAdes	bin3C	bin0001	mNGS_metaSPAdes	mNGS	54.0	1	1	3	99.41	0.4	complete	sample1_mNGS_metaSPAdes+bin0001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	mNGS_metaSPAdes	0.7714285714285715	0.2	0.6	0.2	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample1_Nanopore_metaflye	bin3C	bin04	Nanopore_metaflye	Nanopore	70.0	5	5	5	99.41	0.4	complete	sample1_Nanopore_metaflye+bin04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	Nanopore_metaflye	1.0	1.0	1.0	1.0	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample1_Nanopore_OPERA-MS	bin3C	bin002	Nanopore_OPERA-MS	mNGS+Nanopore	67.0	4	4	5	99.36	0.4	complete	sample1_Nanopore_OPERA-MS+bin002	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	Nanopore_OPERA-MS	0.9571428571428572	0.8	1.0	0.8	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample2_PacBio_OPERA-MS	bin3C	bin001	PacBio_OPERA-MS	mNGS+PacBio	59.0	4	4	5	99.41	0.4	complete	sample2_PacBio_OPERA-MS+bin001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	RS_GCF_000011065.1	GCF_000011065.1	70	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	5	5	5	PacBio_OPERA-MS	0.8428571428571429	0.8	1.0	0.8	RS_GCF_000011065.1	99.41	0.4	RS_GCF_000011065.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Complete Genome	2003-3-28	15	71
sample0_mNGS_metaSPAdes	MetaBAT2	bin.36	mNGS_metaSPAdes	mNGS	29.0	0	0	3	95.92	0.89	complete	sample0_mNGS_metaSPAdes+bin.36	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	RS_GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	mNGS_metaSPAdes	0.3972602739726027	0.0	0.5	0.0	RS_GCF_000243135.2	97.96	1.36	RS_GCF_000243135.2	t	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	Complete Genome	2012-12-19	18	72
sample0_Nanopore_metaflye	MetaBAT2	bin.42	Nanopore_metaflye	Nanopore	73.0	6	6	6	97.86	1.36	complete	sample0_Nanopore_metaflye+bin.42	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	RS_GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_metaflye	1.0	1.0	1.0	1.0	RS_GCF_000243135.2	97.96	1.36	RS_GCF_000243135.2	t	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	Complete Genome	2012-12-19	18	72
sample0_Nanopore_OPERA-MS	MetaBAT2	bin.66	Nanopore_OPERA-MS	mNGS+Nanopore	66.0	4	4	4	97.96	1.36	complete	sample0_Nanopore_OPERA-MS+bin.66	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	RS_GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_OPERA-MS	0.9041095890410958	0.6666666666666666	0.6666666666666666	0.6666666666666666	RS_GCF_000243135.2	97.96	1.36	RS_GCF_000243135.2	t	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	Complete Genome	2012-12-19	18	72
sample0_PacBio_OPERA-MS	MetaBAT2	bin.22	PacBio_OPERA-MS	mNGS+PacBio	41.0	4	3	3	97.96	1.36	complete	sample0_PacBio_OPERA-MS+bin.22	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	RS_GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	PacBio_OPERA-MS	0.5616438356164384	0.6666666666666666	0.5	0.5	RS_GCF_000243135.2	97.96	1.36	RS_GCF_000243135.2	t	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	Complete Genome	2012-12-19	18	72
sample0_mNGS_metaSPAdes	bin3C	bin015	mNGS_metaSPAdes	mNGS	47.0	1	1	3	97.96	1.4	complete	sample0_mNGS_metaSPAdes+bin015	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	RS_GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	mNGS_metaSPAdes	0.6438356164383562	0.1666666666666666	0.5	0.1666666666666666	RS_GCF_000243135.2	97.96	1.36	RS_GCF_000243135.2	t	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	Complete Genome	2012-12-19	18	72
sample0_Nanopore_OPERA-MS	bin3C	bin20	Nanopore_OPERA-MS	mNGS+Nanopore	79.0	4	4	4	97.96	1.36	complete	sample0_Nanopore_OPERA-MS+bin20	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	RS_GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_OPERA-MS	1.082191780821918	0.6666666666666666	0.6666666666666666	0.6666666666666666	RS_GCF_000243135.2	97.96	1.36	RS_GCF_000243135.2	t	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	Complete Genome	2012-12-19	18	72
sample0_PacBio_OPERA-MS	bin3C	bin019	PacBio_OPERA-MS	mNGS+PacBio	54.0	5	4	3	97.96	1.36	complete	sample0_PacBio_OPERA-MS+bin019	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	RS_GCF_000243135.2	GCF_000243135.2	73	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	PacBio_OPERA-MS	0.7397260273972602	0.8333333333333334	0.5	0.6666666666666666	RS_GCF_000243135.2	97.96	1.36	RS_GCF_000243135.2	t	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans	Complete Genome	2012-12-19	18	72
sample0_mNGS_metaSPAdes	MetaBAT2	bin.37	mNGS_metaSPAdes	mNGS	30.0	0	0	0	93.73	0.0	complete	sample0_mNGS_metaSPAdes+bin.37	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	RS_GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	mNGS_metaSPAdes	0.75	0.0	0.0	0.0	RS_GCF_000270205.1	100.0	0.0	RS_GCF_000270205.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	Complete Genome	2011-8-2	18	39
sample0_Nanopore_metaflye	MetaBAT2	bin.3	Nanopore_metaflye	Nanopore	40.0	6	6	5	99.01	0.0	complete	sample0_Nanopore_metaflye+bin.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	RS_GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_metaflye	1.0	1.0	0.8333333333333334	1.0	RS_GCF_000270205.1	100.0	0.0	RS_GCF_000270205.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	Complete Genome	2011-8-2	18	39
sample0_Nanopore_OPERA-MS	MetaBAT2	bin.49	Nanopore_OPERA-MS	mNGS+Nanopore	30.0	3	3	3	88.12	0.0	medium-quality	sample0_Nanopore_OPERA-MS+bin.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	RS_GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_OPERA-MS	0.75	0.5	0.5	0.5	RS_GCF_000270205.1	100.0	0.0	RS_GCF_000270205.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	Complete Genome	2011-8-2	18	39
sample0_mNGS_metaSPAdes	bin3C	bin033	mNGS_metaSPAdes	mNGS	28.0	1	0	1	98.68	0.0	complete	sample0_mNGS_metaSPAdes+bin033	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	RS_GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	mNGS_metaSPAdes	0.7	0.1666666666666666	0.1666666666666666	0.0	RS_GCF_000270205.1	100.0	0.0	RS_GCF_000270205.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	Complete Genome	2011-8-2	18	39
sample0_Nanopore_metaflye	bin3C	bin27	Nanopore_metaflye	Nanopore	40.0	6	6	5	99.01	0.0	complete	sample0_Nanopore_metaflye+bin27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	RS_GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_metaflye	1.0	1.0	0.8333333333333334	1.0	RS_GCF_000270205.1	100.0	0.0	RS_GCF_000270205.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	Complete Genome	2011-8-2	18	39
sample0_Nanopore_OPERA-MS	bin3C	bin34	Nanopore_OPERA-MS	mNGS+Nanopore	37.0	3	3	3	99.01	0.0	complete	sample0_Nanopore_OPERA-MS+bin34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	RS_GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	Nanopore_OPERA-MS	0.925	0.5	0.5	0.5	RS_GCF_000270205.1	100.0	0.0	RS_GCF_000270205.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	Complete Genome	2011-8-2	18	39
sample0_PacBio_OPERA-MS	bin3C	bin032	PacBio_OPERA-MS	mNGS+PacBio	37.0	4	4	1	100.0	0.0	complete	sample0_PacBio_OPERA-MS+bin032	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	RS_GCF_000270205.1	GCF_000270205.1	40	/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/merge/04GTDB_tk+RNA	6	6	6	PacBio_OPERA-MS	0.925	0.6666666666666666	0.1666666666666666	0.6666666666666666	RS_GCF_000270205.1	100.0	0.0	RS_GCF_000270205.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205	Complete Genome	2011-8-2	18	39
