	subject	seqmethod	assembler	pipeline_x	group_x	Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage	quality	binmethod	sample	binname	pipeline_y	bin	group_y	16S_RNA	23S_RNA	5S_RNA	16S_RNA_avglen	23S_RNA_avglen	5S_RNA_avglen	suffix
42	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.4	4445	3	3	2	2	2	2	1	1	1	4785103	4785103	4768958	4768958	4768958	4768958	3989147	3989147	3989147	3	3989147	4785103	3989147	3989147	1	1	0.0	f__Enterobacteriaceae (UID5139)	119	1169	340	10	1154	5	0	0	0	99.83	0.1	40.0	85.0	7	7	8	Salmonella_enterica	100.0	4.79	Salmonella_enterica	446.128445093031	complete	Metabat2	S1_PacBio_metaflye	bin.4	PacBio_metaflye	bin.4.fa	PacBio	1	3	1	1538.0	3027.3	111.0	
43	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.5	4874	3	3	2	2	2	2	1	1	1	5318751	5318751	5301147	5301147	5301147	5301147	4584121	4584121	4584121	3	4584121	5318751	4584121	4584121	1	1	0.0	f__Enterobacteriaceae (UID5121)	138	1162	336	17	1142	3	0	0	0	99.78	0.06	33.33	86.0	8	8	9	Klebsiella_pneumoniae	100.0	5.32	Klebsiella_pneumoniae	1426.80701521842	complete	Metabat2	S1_PacBio_metaflye	bin.5	PacBio_metaflye	bin.5.fa	PacBio	1	1	2	1536.0	2899.0	110.5	
44	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.7	2293	61	59	13	5	1	0	0	0	0	2606208	2593227	1395155	837696	395761	0	0	0	0	61	395761	2606208	62029	32006	12	28	0.0	p__Bacteroidetes (UID2605)	350	316	210	14	297	5	0	0	0	94.13	1.43	100.0	28.0	1	1	1	Capnocytophaga_ochracea	100.0	2.61	Capnocytophaga_ochracea	509.950655895462	complete	Metabat2	S1_PacBio_metaflye	bin.7	PacBio_metaflye	bin.7.fa	PacBio	1	1	1	1513.0	2829.0	104.0	
45	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.8	2272	2	2	2	1	1	1	1	1	0	2504531	2504531	2504531	2421724	2421724	2421724	2421724	2421724	0	2	2421724	2504531	2421724	2421724	1	1	3.99	g__Staphylococcus (UID294)	60	773	178	1	772	0	0	0	0	99.81	0.0	0.0	60.0	6	6	7	Staphylococcus_epidermidis	100.0	2.5	Staphylococcus_epidermidis	681.771732511995	complete	Metabat2	S1_PacBio_metaflye	bin.8	PacBio_metaflye	bin.8.fa	PacBio	1	1	1	1548.0	2918.0	110.0	
46	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.1	4575	3	3	3	3	3	3	3	1	0	5133981	5133981	5133981	5133981	5133981	5133981	5133981	2478135	0	3	2478135	5133981	1509201	1509201	2	2	0.0	g__Pseudomonas (UID4525)	39	1389	369	70	1313	5	1	0	0	88.8	0.99	12.5	78.0	5	5	5	Klebsiella_pneumoniae	70.604	5.13	Klebsiella_pneumoniae	2464.60393951594	medium-quality	Metabat2	S1_PacBio_OPERA-MS	bin.1	PacBio_OPERA-MS	bin.1.fa	mNGS+PacBio	1	1	1	1532.0	2890.0	110.0	
47	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.11	1903	128	64	7	0	0	0	0	0	0	1903423	1518212	409565	0	0	0	0	0	0	128	65335	1903423	19509	11670	26	56	0.0	o__Campylobacterales (UID3068)	106	475	283	6	464	5	0	0	0	98.35	1.06	0.0	26.0	0	0	0	Helicobacter_cinaedi	100.0	1.9	Helicobacter_cinaedi	14.3495733738638	complete	Metabat2	S1_PacBio_OPERA-MS	bin.11	PacBio_OPERA-MS	bin.11.fa	mNGS+PacBio	0	0	0				
48	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.12	628	2	2	2	2	1	1	0	0	0	718117	718117	718117	718117	500811	500811	0	0	0	2	500811	718117	500811	217306	1	2	0.0	k__Bacteria (UID203)	5449	104	58	66	38	0	0	0	0	56.9	0.0	0.0		0	0	0	Staphylococcus_epidermidis	100.0	0.72	Staphylococcus_epidermidis	512.62450547752	medium-quality	Metabat2	S1_PacBio_OPERA-MS	bin.12	PacBio_OPERA-MS	bin.12.fa	mNGS+PacBio	0	0	0				
49	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.13	2000	181	90	2	0	0	0	0	0	0	2458102	1900052	148984	0	0	0	0	0	0	181	79471	2458102	19374	10762	43	85	0.0	k__Bacteria (UID203)	5449	104	58	47	57	0	0	0	0	79.8	0.0	0.0	22.0	0	0	0	Prevotella_oris	100.0	2.46	Prevotella_oris	13.3182097406861	medium-quality	Metabat2	S1_PacBio_OPERA-MS	bin.13	PacBio_OPERA-MS	bin.13.fa	mNGS+PacBio	0	0	0				
50	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.14	1709	14	14	8	5	2	1	0	0	0	1747350	1747350	1618948	1400308	873101	525378	0	0	0	14	525378	1747350	230282	128407	3	5	0.06	o__Lactobacillales (UID355)	490	333	182	2	331	0	0	0	0	98.9	0.0	0.0	30.0	0	0	1	Lactobacillus_reuteri	100.0	1.75	Lactobacillus_reuteri	633.57178470255	complete	Metabat2	S1_PacBio_OPERA-MS	bin.14	PacBio_OPERA-MS	bin.14.fa	mNGS+PacBio	0	0	1	0.0	0.0	95.0	
51	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.16	1546	35	31	10	5	0	0	0	0	0	1653979	1632991	1028724	662758	0	0	0	0	0	35	165583	1653979	74451	41650	7	15	0.0	g__Streptococcus (UID561)	89	679	295	174	505	0	0	0	0	77.97	0.0	0.0	23.0	0	0	0	Streptococcus_parasanguinis	100.0	1.65	Streptococcus_parasanguinis	41.6920390162148	medium-quality	Metabat2	S1_PacBio_OPERA-MS	bin.16	PacBio_OPERA-MS	bin.16.fa	mNGS+PacBio	0	0	0				
52	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.17	1588	5	5	4	3	2	2	0	0	0	1724477	1724477	1712702	1626668	1442197	1442197	0	0	0	5	771690	1724477	670507	670507	2	2	0.0	g__Staphylococcus (UID294)	60	773	178	349	424	0	0	0	0	62.36	0.0	0.0	57.0	4	4	5	Staphylococcus_epidermidis	100.0	1.72	Staphylococcus_epidermidis	760.98109803726	medium-quality	Metabat2	S1_PacBio_OPERA-MS	bin.17	PacBio_OPERA-MS	bin.17.fa	mNGS+PacBio	1	2	1	1548.0	3027.5	110.0	
53	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.19	4405	1	1	1	1	1	1	1	1	1	4783413	4783413	4783413	4783413	4783413	4783413	4783413	4783413	4783413	1	4783413	4783413	4783413	4783413	1	1	0.0	f__Enterobacteriaceae (UID5139)	119	1169	340	38	1129	2	0	0	0	99.51	0.07	0.0	82.0	7	7	8	Salmonella_enterica	100.0	4.78	Salmonella_enterica	440.891123137392	complete	Metabat2	S1_PacBio_OPERA-MS	bin.19	PacBio_OPERA-MS	bin.19.fa	mNGS+PacBio	3	5	2	1637.0	3022.4	102.5	
54	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.20	3860	81	76	32	8	0	0	0	0	0	4024800	3990469	2824494	1010005	0	0	0	0	0	81	177031	4024800	79239	44321	20	37	0.02	k__Bacteria (UID203)	5449	104	58	61	43	0	0	0	0	62.57	0.0	0.0	27.0	0	0	2	Enterobacter_cloacae	100.0	4.02	Enterobacter_cloacae	40.3542822003578	medium-quality	Metabat2	S1_PacBio_OPERA-MS	bin.20	PacBio_OPERA-MS	bin.20.fa	mNGS+PacBio	0	0	1	0.0	0.0	111.0	
55	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.21	4767	6	6	6	5	5	3	2	0	0	5213338	5213338	5213338	5138276	5138276	4329250	3433306	0	0	6	1718471	5213338	1714835	895944	2	3	0.0	f__Enterobacteriaceae (UID5121)	138	1162	336	60	1101	1	0	0	0	98.21	0.04	0.0	85.0	6	6	8	Klebsiella_pneumoniae	100.0	5.21	Klebsiella_pneumoniae	1417.17807880479	complete	Metabat2	S1_PacBio_OPERA-MS	bin.21	PacBio_OPERA-MS	bin.21.fa	mNGS+PacBio	1	1	2	1536.0	2912.0	110.5	
56	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.23	2182	10	10	9	9	5	1	0	0	0	2586288	2586288	2563357	2563357	1931529	738891	0	0	0	10	738891	2586288	306159	244529	3	6	0.0	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.0	0.0	0.0	37.0	0	0	1	Capnocytophaga_ochracea	100.0	2.59	Capnocytophaga_ochracea	532.199069477181	complete	Metabat2	S1_PacBio_OPERA-MS	bin.23	PacBio_OPERA-MS	bin.23.fa	mNGS+PacBio	0	0	1	0.0	0.0	87.0	
57	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.25	2438	4	4	4	3	3	2	1	0	0	2591797	2591797	2591797	2539535	2539535	2123912	1409295	0	0	4	1409295	2591797	1409295	714617	1	2	0.0	o__Lactobacillales (UID544)	293	475	267	8	466	1	0	0	0	97.75	0.06	0.0	71.0	6	9	5	Enterococcus_faecium	100.0	2.59	Enterococcus_faecium	785.011702691222	complete	Metabat2	S1_PacBio_OPERA-MS	bin.25	PacBio_OPERA-MS	bin.25.fa	mNGS+PacBio	2	2	1	1530.5	3017.5	111.0	
58	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.3	1250	10	10	8	5	2	1	0	0	0	1567113	1567113	1474024	1270976	823769	545137	0	0	0	10	545137	1567113	278632	133668	2	5	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	111	352	1	0	0	0	77.27	0.45	0.0	35.0	0	0	0	Bifidobacterium_adolescentis	100.0	1.57	Bifidobacterium_adolescentis	70.5370569958899	medium-quality	Metabat2	S1_PacBio_OPERA-MS	bin.3	PacBio_OPERA-MS	bin.3.fa	mNGS+PacBio	0	0	0				
59	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.5	1642	8	8	8	7	3	1	0	0	0	2094911	2094911	2094911	2021642	1356905	538807	0	0	0	8	538807	2094911	404124	235245	3	4	0.0	f__Bifidobacteriaceae (UID1462)	65	476	217	12	464	0	0	0	0	97.24	0.0	0.0	53.0	1	1	0	Bifidobacterium_longum	100.0	2.09	Bifidobacterium_longum	375.630936111367	complete	Metabat2	S1_PacBio_OPERA-MS	bin.5	PacBio_OPERA-MS	bin.5.fa	mNGS+PacBio	1	1	0	1522.0	3046.0	0.0	
60	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.8	3610	3	3	3	3	2	2	1	1	0	3897900	3897900	3897900	3897900	3703457	3703457	2956040	2956040	0	3	2956040	3897900	2956040	2956040	1	1	0.0	f__Moraxellaceae (UID4680)	86	689	365	0	688	1	0	0	0	100.0	0.27	0.0	72.0	6	6	6	Acinetobacter_baumannii	100.0	3.9	Acinetobacter_baumannii	1061.33470791965	complete	Metabat2	S1_PacBio_OPERA-MS	bin.8	PacBio_OPERA-MS	bin.8.fa	mNGS+PacBio	2	2	2	1547.0	2904.0	110.0	
61	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.9	1488	2	2	2	2	2	2	1	0	0	1652557	1652557	1652557	1652557	1652557	1652557	1137924	0	0	2	1137924	1652557	1137924	514633	1	2	0.0	k__Bacteria (UID209)	5443	105	59	28	77	0	0	0	0	93.22	0.0	0.0	50.0	2	2	2	Jonquetella_anthropi	100.0	1.65	Jonquetella_anthropi	503.349800339716	complete	Metabat2	S1_PacBio_OPERA-MS	bin.9	PacBio_OPERA-MS	bin.9.fa	mNGS+PacBio	2	2	1	1621.0	2898.0	106.0	
62	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.1	4956	75	45	28	17	7	1	0	0	0	5372415	5264862	4857120	4036777	2425848	535694	0	0	0	75	535694	5372415	211472	105920	9	17	0.0	f__Enterobacteriaceae (UID5121)	138	1162	336	2	1159	1	0	0	0	99.88	0.04	0.0	74.0	1	1	4	Klebsiella_pneumoniae	98.425	5.37	Klebsiella_pneumoniae	1538.0180980062	complete	bin3C	S1_mNGS_metaSPAdes	bin.1	mNGS_metaSPAdes	bin.1.fa	mNGS	1	1	2	1268.0	1918.0	110.5	
63	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.10	1798	48	41	14	4	0	0	0	0	0	1820615	1790242	1099618	413522	0	0	0	0	0	48	105346	1820615	68044	33311	11	21	0.0	o__Lactobacillales (UID355)	490	333	182	6	327	0	0	0	0	97.25	0.0	0.0	35.0	1	1	1	Lactobacillus_reuteri	100.0	1.82	Lactobacillus_reuteri	715.557819747723	complete	bin3C	S1_mNGS_metaSPAdes	bin.10	mNGS_metaSPAdes	bin.10.fa	mNGS	1	1	1	1573.0	1742.0	95.0	
64	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.11	1565	25	25	11	5	0	0	0	0	0	1654005	1654005	1185897	730958	0	0	0	0	0	25	191860	1654005	91834	44454	7	13	0.0	g__Streptococcus (UID561)	89	679	295	124	555	0	0	0	0	79.66	0.0	0.0	20.0	0	0	1	Streptococcus_parasanguinis	100.0	1.65	Streptococcus_parasanguinis	45.9252541558218	medium-quality	bin3C	S1_mNGS_metaSPAdes	bin.11	mNGS_metaSPAdes	bin.11.fa	mNGS	0	0	1	0.0	0.0	110.0	
65	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.12	1507	19	15	11	6	1	0	0	0	0	1642702	1627543	1547804	1154988	386083	0	0	0	0	19	386083	1642702	154956	91421	4	7	0.0	k__Bacteria (UID209)	5443	105	59	0	105	0	0	0	0	100.0	0.0	0.0	51.0	0	0	1	Jonquetella_anthropi	100.0	1.64	Jonquetella_anthropi	534.49030925877	complete	bin3C	S1_mNGS_metaSPAdes	bin.12	mNGS_metaSPAdes	bin.12.fa	mNGS	0	0	1	0.0	0.0	79.0	
66	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.2	4399	75	60	26	11	4	0	0	0	0	4731423	4643523	3703177	2571594	1406277	0	0	0	0	75	370002	4731423	141818	56042	10	24	0.0	f__Enterobacteriaceae (UID5139)	119	1169	340	50	1111	8	0	0	0	98.95	0.76	62.5	56.0	0	0	6	Salmonella_enterica	99.514	4.73	Salmonella_enterica	469.448789507935	complete	bin3C	S1_mNGS_metaSPAdes	bin.2	mNGS_metaSPAdes	bin.2.fa	mNGS	0	0	1	0.0	0.0	111.0	
67	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.3	4284	74	73	38	8	1	0	0	0	0	4539534	4531682	3346379	1134311	257806	0	0	0	0	74	257806	4539534	81879	48233	21	40	0.0	k__Bacteria (UID203)	5449	104	58	58	46	0	0	0	0	69.83	0.0	0.0	24.0	0	0	2	Enterobacter_cloacae	100.0	4.54	Enterobacter_cloacae	75.1737292858694	medium-quality	bin3C	S1_mNGS_metaSPAdes	bin.3	mNGS_metaSPAdes	bin.3.fa	mNGS	0	0	1	0.0	0.0	111.0	
68	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.4	3716	52	42	25	16	3	0	0	0	0	3972668	3920618	3392638	2793432	947362	0	0	0	0	52	372981	3972668	142464	67798	9	19	0.0	f__Moraxellaceae (UID4680)	86	689	365	0	688	1	0	0	0	100.0	0.27	0.0	62.0	1	1	3	Acinetobacter_baumannii	100.0	3.97	Acinetobacter_baumannii	1087.70252132824	complete	bin3C	S1_mNGS_metaSPAdes	bin.4	mNGS_metaSPAdes	bin.4.fa	mNGS	1	1	1	1533.0	2890.0	111.0	
69	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.5	2440	64	44	18	9	0	0	0	0	0	2573789	2489857	1860503	1153828	0	0	0	0	0	64	148653	2573789	91535	42813	11	20	0.0	o__Lactobacillales (UID544)	293	475	267	1	474	0	0	0	0	99.63	0.0	0.0	48.0	1	0	0	Enterococcus_faecium	100.0	2.57	Enterococcus_faecium	809.637386747709	complete	bin3C	S1_mNGS_metaSPAdes	bin.5	mNGS_metaSPAdes	bin.5.fa	mNGS	1	0	0	1558.0	0.0	0.0	
70	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.6	2109	24	23	19	11	1	0	0	0	0	2494710	2489400	2354418	1764954	451686	0	0	0	0	24	451686	2494710	117051	80000	7	13	0.0	p__Bacteroidetes (UID2605)	350	316	210	9	307	0	0	0	0	96.67	0.0	0.0	32.0	1	1	2	Capnocytophaga_ochracea	100.0	2.49	Capnocytophaga_ochracea	547.412204224138	complete	bin3C	S1_mNGS_metaSPAdes	bin.6	mNGS_metaSPAdes	bin.6.fa	mNGS	1	1	1	1512.0	2829.0	104.0	
71	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.7	2238	57	45	19	4	0	0	0	0	0	2445710	2390568	1680728	627573	0	0	0	0	0	57	222959	2445710	64128	41394	12	23	0.0	g__Staphylococcus (UID294)	60	773	178	1	772	0	0	0	0	99.81	0.0	0.0	51.0	1	1	7	Staphylococcus_epidermidis	100.0	2.45	Staphylococcus_epidermidis	722.773182429642	complete	bin3C	S1_mNGS_metaSPAdes	bin.7	mNGS_metaSPAdes	bin.7.fa	mNGS	1	1	1	1548.0	2918.0	110.0	
72	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.8	1891	21	17	12	9	2	0	0	0	0	2310310	2283323	2137503	1876802	810808	0	0	0	0	21	406684	2310310	175635	120264	4	8	0.0	f__Bifidobacteriaceae (UID1462)	65	476	217	1	475	0	0	0	0	99.54	0.0	0.0	72.0	1	1	0	Bifidobacterium_longum	100.0	2.31	Bifidobacterium_longum	397.971570914726	complete	bin3C	S1_mNGS_metaSPAdes	bin.8	mNGS_metaSPAdes	bin.8.fa	mNGS	1	1	0	1522.0	3046.0	0.0	
73	S1	mNGS	metaSPAdes	mNGS_metaSPAdes	mNGS	S1_mNGS_metaSPAdes	bin.9	1681	16	16	12	7	2	1	0	0	0	2067711	2067711	1932207	1601979	823769	545137	0	0	0	16	545137	2067711	176123	130244	4	7	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.0	0.45	0.0	49.0	0	0	2	Bifidobacterium_adolescentis	100.0	2.07	Bifidobacterium_adolescentis	91.6174939341136	complete	bin3C	S1_mNGS_metaSPAdes	bin.9	mNGS_metaSPAdes	bin.9.fa	mNGS	0	0	2	0.0	0.0	107.0	
74	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.1	5169	7	7	7	5	4	4	1	1	1	5394851	5394851	5394851	5256283	5140840	5140840	3014359	3014359	3014359	7	3014359	5394851	3014359	693415	1	3	0.0	f__Enterobacteriaceae (UID5121)	138	1162	336	119	1034	9	0	0	0	94.42	0.47	55.56	80.0	7	7	8	Klebsiella_pneumoniae	97.86	5.39	Klebsiella_pneumoniae	56.1541781228064	complete	bin3C	S1_Nanopore_metaflye	bin.1	Nanopore_metaflye	bin.1.fa	Nanopore	1	1	2	1535.0	2898.0	110.5	
75	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.2	3871	3	3	2	2	1	1	1	1	1	4058712	4058712	4045638	4045638	3899163	3899163	3899163	3899163	3899163	3	3899163	4058712	3899163	3899163	1	1	0.0	f__Moraxellaceae (UID4680)	86	689	365	0	688	1	0	0	0	100.0	0.27	0.0	73.0	6	6	6	Acinetobacter_baumannii	100.0	4.06	Acinetobacter_baumannii	46.7401244532748	complete	bin3C	S1_Nanopore_metaflye	bin.2	Nanopore_metaflye	bin.2.fa	Nanopore	1	1	1	1532.0	2889.0	111.0	
76	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.3	2853	5	5	4	4	4	4	0	0	0	3045280	3045280	3003965	3003965	3003965	3003965	0	0	0	5	847504	3045280	780790	751681	2	3	0.0	f__Enterobacteriaceae (UID5139)	119	1169	340	367	799	3	0	0	0	63.58	0.07	33.33	60.0	6	6	7	Salmonella_enterica	100.0	3.05	Salmonella_enterica	24.2908789996322	medium-quality	bin3C	S1_Nanopore_metaflye	bin.3	Nanopore_metaflye	bin.3.fa	Nanopore	1	2	1	1537.0	3033.0	111.0	
77	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.4	2955	3	3	2	2	2	1	1	1	0	2982260	2982260	2958619	2958619	2958619	2707060	2707060	2707060	0	3	2707060	2982260	2707060	2707060	1	1	0.0	o__Lactobacillales (UID544)	293	475	267	2	471	2	0	0	0	99.44	0.44	50.0	69.0	6	6	6	Enterococcus_faecium	100.0	2.98	Enterococcus_faecium	31.0879936692307	complete	bin3C	S1_Nanopore_metaflye	bin.4	Nanopore_metaflye	bin.4.fa	Nanopore	1	1	1	1557.0	2909.0	111.0	
78	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.5	2508	3	3	1	1	1	1	1	1	0	2558693	2558693	2503365	2503365	2503365	2503365	2503365	2503365	0	3	2503365	2558693	2503365	2503365	1	1	0.0	g__Staphylococcus (UID294)	60	773	178	3	764	6	0	0	0	99.84	0.86	83.33	60.0	6	6	7	Staphylococcus_epidermidis	100.0	2.56	Staphylococcus_epidermidis	40.2723109024803	complete	bin3C	S1_Nanopore_metaflye	bin.5	Nanopore_metaflye	bin.5.fa	Nanopore	1	1	1	1548.0	2913.0	110.0	
79	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.6	2043	11	11	11	8	3	1	0	0	0	2335982	2335982	2335982	2109923	1387760	611512	0	0	0	11	611512	2335982	375763	170159	3	5	0.0	p__Bacteroidetes (UID2605)	350	316	210	45	271	0	0	0	0	83.81	0.0	0.0	41.0	4	3	3	Capnocytophaga_ochracea	100.0	2.34	Capnocytophaga_ochracea	58.7450280010719	medium-quality	bin3C	S1_Nanopore_metaflye	bin.6	Nanopore_metaflye	bin.6.fa	Nanopore	2	1	1	1299.0	2826.0	104.0	
80	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.7	1740	56	51	10	2	0	0	0	0	0	1956652	1920868	715461	232046	0	0	0	0	0	56	118899	1956652	39283	28313	17	31	0.0	f__Bifidobacteriaceae (UID1462)	65	476	217	109	364	3	0	0	0	80.33	0.61	66.67	36.0	3	3	0	Bifidobacterium_longum	100.0	1.96	Bifidobacterium_longum	13.4710106855997	medium-quality	bin3C	S1_Nanopore_metaflye	bin.7	Nanopore_metaflye	bin.7.fa	Nanopore	3	3	0	1376.3	2628.0	0.0	
81	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.8	1579	3	3	2	2	1	1	1	0	0	1694271	1694271	1681211	1681211	1456119	1456119	1456119	0	0	3	1456119	1694271	1456119	1456119	1	1	0.0	k__Bacteria (UID209)	5443	105	59	0	105	0	0	0	0	100.0	0.0	0.0	51.0	3	3	2	Jonquetella_anthropi	100.0	1.69	Jonquetella_anthropi	19.8421810914547	complete	bin3C	S1_Nanopore_metaflye	bin.8	Nanopore_metaflye	bin.8.fa	Nanopore	1	2	1	1521.0	2763.5	102.0	
82	S1	Nanopore	metaflye	Nanopore_metaflye	Nanopore	S1_Nanopore_metaflye	bin.9	1669	36	35	10	4	0	0	0	0	0	1607653	1598634	860522	507132	0	0	0	0	0	36	152429	1607653	50882	34429	9	19	0.0	o__Lactobacillales (UID355)	490	333	182	56	277	0	0	0	0	88.78	0.0	0.0	39.0	4	3	2	Lactobacillus_reuteri	100.0	1.61	Lactobacillus_reuteri	90.7544202635768	medium-quality	bin3C	S1_Nanopore_metaflye	bin.9	Nanopore_metaflye	bin.9.fa	Nanopore	4	3	1	1589.0	3031.7	112.0	
83	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.1	5305	10	10	7	7	4	4	2	1	0	5691444	5691444	5627773	5627773	5281008	5281008	4017357	2980708	0	10	2980708	5691444	2980708	748312	1	3	0.02	f__Enterobacteriaceae (UID5121)	138	1162	336	0	1148	14	0	0	0	100.0	0.45	71.43	86.0	7	7	9	Klebsiella_pneumoniae	95.417	5.69	Klebsiella_pneumoniae	54.1129541114698	complete	bin3C	S1_Nanopore_OPERA-MS	bin.1	Nanopore_OPERA-MS	bin.1.fa	mNGS+Nanopore	1	1	2	1536.0	2897.0	110.5	
84	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.10	1935	27	21	10	6	1	1	0	0	0	1953917	1921191	1631189	1347198	556069	556069	0	0	0	27	556069	1953917	169264	78726	4	8	0.05	o__Lactobacillales (UID355)	490	333	182	1	332	0	0	0	0	99.45	0.0	0.0	41.0	1	1	2	Lactobacillus_reuteri	100.0	1.95	Lactobacillus_reuteri	83.8392869297928	complete	bin3C	S1_Nanopore_OPERA-MS	bin.10	Nanopore_OPERA-MS	bin.10.fa	mNGS+Nanopore	1	1	1	1573.0	1742.0	95.0	
